source_id,rq_id,population,event,age_range,sex,maturity,training_age,competitive_level,season,intervention,comparator,component_dose,component_order,separation_hours,target_interval_hours,actual_interval_hours,outcome_domain,outcome_measure,instrument_protocol,time_horizon,time_points,missingness,adverse_events,effect_estimate,uncertainty,individual_response,limitations,reviewer_1,reviewer_2,adjudication
"SRC-PMID-39888556","RQ-A","348 trained endurance athletes across 13 studies","MIXED_ENDURANCE_SPORTS","Study means 17.6-41.5 years","296 male; 52 female","NOT_REPORTED","MIXED","RECREATIONAL_AND_COMPETITIVE","NOT_REPORTED","Systematic review and individual-participant network meta-analysis of TID interventions","Polarized versus pyramidal and other TID patterns","13 studies; source-level dose heterogeneous","NOT_REPORTED","NOT_REPORTED","NOT_APPLICABLE","NOT_REPORTED","VO2MAX;TIME_TRIAL_PERFORMANCE","Network meta-analytic comparisons","ABSTRACT_ONLY","HETEROGENEOUS","PRE;POST","Few females; exact runner/youth strata and safety outcomes NOT_REPORTED","NOT_SYNTHESIZED","No statistically significant polarized-versus-pyramidal difference for VO2max or time trial; no overall polarized advantage","Mixed sports/status; abstract-limited subgroup findings","NOT_REPORTED","Duplicate bibliographic identity with raw A3; cannot select 9.5-day calendar or universal TID rule","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","PENDING_INDEPENDENT_EXTRACTION"
"SRC-PMID-20386477","RQ-B","12 exercise participants and 12 resting controls; participant details incompletely reported","INTENSE_PLYOMETRIC_EXERCISE","Adult status NOT_VERIFIED","NOT_REPORTED","NOT_REPORTED","NOT_REPORTED","NOT_VERIFIED","NOT_REPORTED","One intense plyometric bout","Resting control and pre-bout baseline","Exact exercise dose NOT_VERIFIED_FROM_ABSTRACT","NOT_APPLICABLE","NOT_APPLICABLE","72","24;48;72;96;120","POWER;FORCE;SORENESS;BIOCHEMICAL;INFLAMMATORY","CMJ; squat jump; strength; DOMS; CK; LDH; inflammatory markers","ABSTRACT_ONLY","120 HOURS","PRE;POST;24H;48H;72H;96H;120H","Participant training status and full dose NOT_REPORTED","NOT_REPORTED","Jump performance fell 8-20% and was impaired as long as 72 h; strength unchanged; DOMS/CK/LDH peaked 24-48 h","Non-runner; abstract-only; many markers and tests","Outcome domains diverged","72-h jump result is protocol-specific and never whole-session recovery, readiness, safety, or clearance","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","PENDING_INDEPENDENT_EXTRACTION"
"SRC-PMID-31820260","RQ-B","165 soccer athletes across 11 studies; adult/youth mix; mostly male","SOCCER_MATCH","NOT_REPORTED","Mostly male","NOT_REPORTED","MIXED","COMPETITIVE_SOCCER","NOT_REPORTED","Systematic review/meta-analysis of external match load versus acute/residual responses","Different external-load exposures and repeated outcome measures","Heterogeneous match loads","NOT_APPLICABLE","NOT_APPLICABLE","72","IMMEDIATE_TO_72","BIOCHEMICAL;POWER;NEUROMUSCULAR","CK; CMJ peak-power change; external load distance","FULL_TEXT_VERIFIED systematic review","72 HOURS","IMMEDIATE;24H;48H;72H","Device/threshold heterogeneity and runner strata NOT_REPORTED","NOT_SYNTHESIZED","Distance above 5.5 m/s associated with CK and CMJ change immediate/24 h but not 48/72 h; total distance no clear relation","Few studies; different tracking devices and thresholds; correlational","NOT_REPORTED","External load does not create readiness predictor or universal spacing/clearance rule","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","PENDING_INDEPENDENT_EXTRACTION"
"SRC-PMID-34296839","RQ-B","9 competitive Ultimate Frisbee players","COMBINED_PLYOMETRIC_AND_RESISTANCE","Adult competitive","NOT_REPORTED","NOT_REPORTED","NOT_REPORTED","COMPETITIVE","NOT_REPORTED","One multimodal plyometric plus resistance session","Pre-session baseline","Exact component dose NOT_VERIFIED_FROM_ABSTRACT","COMBINED_COMPONENTS; exact order NOT_REPORTED","NOT_APPLICABLE","72","24;48","POWER;PERFORMANCE;SORENESS;BIOCHEMICAL","Vertical/broad jump; linear sprint; repeated agility; DOMS; CK","ABSTRACT_ONLY","48 HOURS","PRE;24H;48H","Sex, maturity, exact component dose/order, and 72-h state NOT_REPORTED","NOT_REPORTED","Jump and linear sprint impaired 24/48 h; agility impaired 24 h; DOMS/CK elevated 24/48 h","n=9; other sport; combined components cannot be causally separated","NOT_REPORTED","No universal interval; suggested source interval not adopted; no safety or clearance inference","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","PENDING_INDEPENDENT_EXTRACTION"
"SRC-PMID-35721873","RQ-B","20 recreational masters club runners","INTERVAL_RUNNING;6_X_800_M","Masters; exact range NOT_VERIFIED","10 male; 10 female","NOT_REPORTED","NOT_REPORTED","RECREATIONAL_CLUB","NOT_REPORTED","Six 800-m HIIT repetitions","Pre-session baseline","6 x 800 m","NOT_APPLICABLE","NOT_APPLICABLE","72","24","GAIT;FORCE;NEUROMUSCULAR","Hip/knee kinematics; coordination; maximal isometric force; voluntary activation; twitch","FULL_TEXT_VERIFIED","24 HOURS","PRE;POST;24H","No 48/72-h state","NOT_REPORTED","Some group deficits at 24 h by NHST; minimum-detectable-change analysis placed most but not all individuals within variability","n=20 masters; inference depends on statistical method","Some individuals remained beyond measurement variability","Adult runner evidence only; no injury-risk, recovery-complete, safety, or clearance claim","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","PENDING_INDEPENDENT_EXTRACTION"
"SRC-PMID-36086887","RQ-B","12 highly trained adult male swimmers","15_M_FRONT_CRAWL","Adult","Male","NOT_APPLICABLE","NOT_REPORTED","HIGHLY_TRAINED","NOT_REPORTED","Front-crawl projected-area study","Study-specific swimming comparison","NOT_APPLICABLE_FOR_RQ_B","NOT_APPLICABLE","NOT_APPLICABLE","72","NOT_APPLICABLE","OUT_OF_SCOPE","Projected frontal area and lung volume","ABSTRACT_ONLY","NOT_APPLICABLE","NOT_APPLICABLE","Intended running-recovery source identity absent","NOT_REPORTED","EXCLUDED_INCORRECT_IDENTIFIER; no eligible RQ-B effect extracted","Wrong PMID; intended source is PMID 36314990 per audit","NOT_APPLICABLE","Canonical screening EXCLUDE: irrelevant swimming paper; retained only to prevent identifier reuse","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","SCREEN_EXCLUDE;PENDING_HUMAN_CONFIRMATION"
"SRC-PMID-37285051","RQ-B","25 healthy adults","CYCLING_SPRINT_INTERVAL_TRAINING","Adult","NOT_REPORTED","NOT_APPLICABLE","NOT_REPORTED","HEALTHY","NOT_REPORTED","Cycle ergometer sprint-interval session","Pre-session baseline","8 x 15-s all-out with 2-min rests","NOT_APPLICABLE","NOT_APPLICABLE","72","24;48","FORCE;POWER;NEUROMUSCULAR;AUTONOMIC","iMVC; evoked force; F0/V0/Pmax; voluntary activation; nocturnal HRV","ABSTRACT_ONLY","THREE_NIGHTS","PRE;24H;48H;NIGHT_1_TO_3","Soreness, biochemical, gait, sex, and training details NOT_REPORTED","NOT_REPORTED","No significant 24/48-h difference in selected measured functions","Cycling, healthy adults, abstract-only; non-significance is not equivalence","NOT_REPORTED","Title wording cannot generalize to whole-person recovery; no youth runner safety or clearance inference","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","PENDING_INDEPENDENT_EXTRACTION"
"SRC-PMID-37776346","RQ-B","10 competitive sprinters, long jumpers, and soccer players","ACCELERATION_SPRINT","18-26 years","Mixed","NOT_REPORTED","NOT_REPORTED","COMPETITIVE","NOT_REPORTED","Randomized crossover unresisted, 10%-body-mass resisted, 20%-body-mass resisted sprints, and control","Four crossover conditions","2 x (3 x 20 m) plus 1 x (3 x 30 m)","SPRINT_PROTOCOL","Crossover washout NOT_REPORTED","72","24;48;72","BIOCHEMICAL;SORENESS;FORCE;PERFORMANCE;POWER","CK; DOMS; eccentric torque; 30-m sprint; CMJ","FULL_TEXT_VERIFIED","72 HOURS","PRE;24H;48H;72H","No youth runner stratum; high CK variability","NOT_REPORTED","CK/DOMS elevated to 72 h; 30-m sprint slower through 72 h only after 20% resistance; CMJ unchanged","n=10 mixed-sport adults; crossover/repeated-bout concerns","Load-specific response","72-h residual is protocol-specific and never a universal minimum, recovery-complete state, safety, or clearance","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","PENDING_INDEPENDENT_EXTRACTION"
"SRC-PMID-41048235","RQ-B","73 U19/U23 soccer players; match participants and non-participants","SOCCER_MATCH_AND_MD_PLUS_2_TRAINING","U19/U23","NOT_REPORTED","NOT_REPORTED","NOT_REPORTED","ELITE_YOUTH_AND_YOUNG_ADULT","NOT_REPORTED","Match participation over 60 min versus non-participation with subsequent training loads","Match participants versus non-participants; baseline","Match and training loads recorded","MATCH_OR_TRAINING_EXPOSURE","Intervening MD+2 training before 72-h measure","72","48;72","FORCE","IMTP peak force","FULL_TEXT_VERIFIED","72 HOURS","BASELINE;48H;72H","No 24/96-h point; unbalanced observations","NOT_REPORTED","Participants -8.1% at 48 h and -6.2% at 72 h; non-participants -8.2% at 72 h; load metrics not correlated with change","Mixed U19/U23; superimposed training prevents match-only causal inference","Both participant groups changed under different exposures","Counterevidence to 72-h clearance; cannot isolate match or establish runner threshold/safety","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","PENDING_INDEPENDENT_EXTRACTION"
"SRC-PMID-12741870","RQ-C","11 collegiate female competitive distance runners","DISTANCE_RUNNING;CYCLING_CROSS_TRAINING","Collegiate adult","Female","ADULT","NOT_REPORTED","COMPETITIVE","BETWEEN_COMPETITIVE_SEASONS","Fifty-percent cycling substitution during off-season training","Running-specific versus cycle cross-training condition","5 weeks; 50% cycling substitution","NOT_REPORTED","NOT_REPORTED","NOT_APPLICABLE","NOT_REPORTED","ESTIMATED_VO2MAX;3000_M_PERFORMANCE","Estimated VO2max and 3000-m time","ABSTRACT_ONLY","5 WEEKS","PRE;POST","Exact schedule, order, separation, and adverse events NOT_REPORTED","NOT_REPORTED","Estimated VO2max maintained; 3000-m performance slowed more in cross-training group","n=11; off-season; abstract-limited","NOT_REPORTED","Aerobic maintenance does not establish modality equivalence, recovery advantage, or Formation placement","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","PENDING_INDEPENDENT_EXTRACTION"
"SRC-PMID-17149987","RQ-C","Highly trained distance runners","DISTANCE_RUNNING;PLYOMETRIC_TRAINING","Adult status NOT_VERIFIED","NOT_REPORTED","NOT_REPORTED","NOT_REPORTED","HIGHLY_TRAINED","NOT_REPORTED","Plyometric training added to running","Running-only control","9 weeks; exact dose NOT_VERIFIED_FROM_ABSTRACT","NOT_REPORTED","NOT_REPORTED","NOT_APPLICABLE","NOT_REPORTED","RUNNING_ECONOMY;VO2MAX","Economy at multiple speeds; VO2max","ABSTRACT_ONLY","9 WEEKS","PRE;POST","Sample size, sex, age, scheduling, and adverse events NOT_REPORTED_IN_LEDGER","NOT_REPORTED","Running economy improved only at 18 km/h; VO2max unchanged","Abstract-limited source and adult/youth uncertainty","NOT_REPORTED","Supports selected component outcome only; no microcycle, order, interval, safety, or clearance inference","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","PENDING_INDEPENDENT_EXTRACTION"
"SRC-PMID-23838975","RQ-C","36 highly competitive middle- and long-distance runners","MIDDLE_AND_LONG_DISTANCE_RUNNING","NOT_REPORTED","Both sexes","NOT_REPORTED","NOT_REPORTED","HIGHLY_COMPETITIVE","NOT_REPORTED","Six weeks of added explosive/plyometric work plus usual endurance","Plyometric n=18 versus control n=18","Drop jumps at 20/40 cm; CMJ and related explosive work; exact dose incomplete","NOT_REPORTED","Shared-day placement/separation NOT_VERIFIED","NOT_APPLICABLE","NOT_REPORTED","2_4_KM_PERFORMANCE;SPRINT;POWER","2.4-km time; 20-m time; CMJ; drop jumps","ABSTRACT_ONLY","6 WEEKS","PRE;POST","Age, maturity, exact placement, and adverse events NOT_REPORTED","NOT_REPORTED","2.4 km -3.9%; 20 m -2.3%; CMJ +8.9%; drop jumps +12.7% and +16.7%; control no improvement","Abstract-only and no placement comparison","NOT_REPORTED","Duplicate bibliographic identity with raw C8; component inclusion only, not Formation timing or safety","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","PENDING_INDEPENDENT_EXTRACTION"
"SRC-PMID-30131714","RQ-C","518 youth across 15 studies; 268 male and 250 female","MIXED_YOUTH_SPORTS;RUNNING;SWIMMING;ROWING","10.7-18.2 years","268 male; 250 female","NOT_STANDARDIZED_ACROSS_STUDIES","MIXED","YOUTH_ATHLETES_AND_NON_ATHLETES","NOT_REPORTED","Concurrent strength plus endurance training","Endurance-only or strength-only","Heterogeneous; events 30-3000 m; median 275 m","Order not meta-analyzed","Separation not meta-analyzed","NOT_APPLICABLE","NOT_REPORTED","CARDIORESPIRATORY;ECONOMY;ATHLETIC_PERFORMANCE;LEG_POWER","Meta-analytic SMDs","FULL_TEXT_VERIFIED systematic review","HETEROGENEOUS","PRE;POST","Maximal strength/hypertrophy evidence absent; maturity variable","NOT_SYNTHESIZED","Concurrent versus endurance-only: cardiorespiratory .04, economy .16, performance .41; adolescent subgroup .52; subgroup difference not significant","Median PEDro 4/10; sports/events pooled; overlap with primary studies","NOT_REPORTED","Duplicate bibliographic identity with raw C6; no exact Formation sequence or separation rule","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","PENDING_INDEPENDENT_EXTRACTION"
"SRC-PMID-32407361","RQ-C","29 healthy moderately active adult men","CYCLING_HIIT_AND_RESISTANCE","Mean 24.5 years","Male","ADULT","NOT_REPORTED","MODERATELY_ACTIVE","NOT_REPORTED","HIIT then resistance versus resistance then HIIT versus resistance only","Three randomized groups","9 weeks; 3 days/week","HIIT_THEN_RESISTANCE versus RESISTANCE_THEN_HIIT","3.1 +/- approximately 0.2-0.5 h","NOT_APPLICABLE","ABOUT_3","STRENGTH;LEAN_MASS;VO2PEAK;AEROBIC_POWER;LACTATE_THRESHOLD;EXPLOSIVE_POWER","Strength; body composition; aerobic tests; CMJ displacement/force/power","FULL_TEXT_VERIFIED","9 WEEKS","PRE;POST","No youth runner stratum","One injury withdrawal outside study; no intervention adverse event reported","Broad strength/lean-mass/aerobic gains similar; resistance-to-HIIT showed adverse explosive indices relative to resistance-only","Adult men; cycling; outcome-specific order effects","NOT_REPORTED","Duplicate bibliographic identity with raw C17; conflicts with simple strength-first rule and supplies no youth threshold","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","PENDING_INDEPENDENT_EXTRACTION"
"SRC-PMID-33751469","RQ-C","750 adults across 27 studies","CONCURRENT_RESISTANCE_AND_ENDURANCE","20-38 years","523 male; 227 female","ADULT","MIXED","UNTRAINED_MODERATELY_TRAINED_AND_TRAINED","NOT_REPORTED","Systematic review/meta-analysis of concurrent versus identical resistance-only training","Concurrent versus resistance-only","Heterogeneous longitudinal programs","Source-level order heterogeneous","12 same-session under 20 min; 13 different sessions over 2 h; 2 mixed; 1 NOT_REPORTED","NOT_APPLICABLE","UNDER_0.33_OR_OVER_2","LOWER_BODY_MAXIMAL_STRENGTH","Lower-body 1RM meta-analytic effects","FULL_TEXT_VERIFIED systematic review","HETEROGENEOUS","PRE;POST","Adverse events and source-level youth running detail NOT_REPORTED","NOT_SYNTHESIZED","No penalty untrained or moderately trained; small resistance-only advantage trained; same-session trained subgroup negative, different-session null","Between-study subgroup; adult outcome-specific evidence","Training-status differences","Duplicate bibliographic identity with raw C21; bins are not validated thresholds and do not determine component order","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","PENDING_INDEPENDENT_EXTRACTION"
"SRC-PMID-34767655","RQ-C","30 moderately trained adult distance runners, strength-naive","DISTANCE_RUNNING","Approximately 33-34 years","NOT_REPORTED","ADULT","At least 30 km/week","MODERATELY_TRAINED","NOT_REPORTED","Ten weeks of concurrent strength/endurance training","Endurance-only control","10 weeks; strength/plyometric dose unavailable in abstract","NOT_REPORTED","NOT_REPORTED","NOT_APPLICABLE","NOT_REPORTED","2_KM_PERFORMANCE;TIME_TO_EXHAUSTION;BODY_FAT;BIOMECHANICS","2-km time; TTE; body composition; running biomechanics","ABSTRACT_ONLY","10 WEEKS","PRE;POST","Sex, component sequence/separation, adverse events NOT_REPORTED","NOT_REPORTED","2-km mean difference -11.3 s [-19.0,-3.7]; TTE +59.1 s [8.58,109.62]; body fat -1.05 kg; most biomechanics unchanged","Adult recreational sample; abstract-only scheduling detail","NOT_REPORTED","Duplicate bibliographic identity with raw C9; no youth or same-day ordering evidence","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","PENDING_INDEPENDENT_EXTRACTION"
"SRC-PMID-36370207","RQ-C","Adult runners across heavy-resistance and plyometric studies","RUNNING;STRENGTH_METHODS","Adult","Mixed","NOT_REPORTED","MIXED","MIXED_RUNNER_STATUS","NOT_REPORTED","Systematic review/meta-analysis comparing heavy resistance and plyometric methods","Heavy resistance versus plyometric or study-specific control","Heterogeneous programs","NOT_REPORTED","Formation placement not analyzed","NOT_APPLICABLE","NOT_REPORTED","RUNNING_ECONOMY;PERFORMANCE","Pooled component-method outcomes","FULL_TEXT_VERIFIED systematic review","HETEROGENEOUS","PRE;POST","Exact source-level sequence, interval, and adverse events NOT_REPORTED","NOT_SYNTHESIZED","Component methods compared; exact estimates NOT_REEXTRACTED_FROM_SOURCE_LEDGER","Review overlap with runner-strength cluster","NOT_REPORTED","No Formation interval evidence; cannot define universal order, fatigue, safety, or clearance","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","PENDING_INDEPENDENT_EXTRACTION"
"SRC-PMID-37435592","RQ-C","20 adolescent high-school male runners","800_M_RUNNING","Adolescent; exact ages NOT_REPORTED","Male","NOT_REPORTED","NOT_REPORTED","HIGH_SCHOOL_RUNNERS","NOT_REPORTED","Ten-week HIIT versus MIIT program with weights","HIIT versus MIIT plus shared/associated weight training","10 weeks; exact interval and weight dose retained in full text but not re-extracted here","Program-specific","NOT_REPORTED","NOT_APPLICABLE","NOT_REPORTED","800_M_PERFORMANCE;SELECTED_PHYSIOLOGICAL_MARKERS","800-m record and study-reported markers","FULL_TEXT_VERIFIED","10 WEEKS","PRE;POST","Maturity, exact scheduling, and adverse events NOT_REPORTED","NOT_REPORTED","HIIT group improved 800-m and selected markers more in this small sample","n=20 male; biomarker interpretation and program-specific confounding","NOT_REPORTED","Biomarker changes do not establish recovery/safety; no 9.5-day whole-frame conclusion","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","PENDING_INDEPENDENT_EXTRACTION"
"SRC-PMID-38627351","RQ-C","894 middle- and long-distance runners across 38 studies","MIDDLE_AND_LONG_DISTANCE_RUNNING","17-40 years","651 male; 243 female","MIXED;NOT_STANDARDIZED","MIXED","MODERATELY_TO_HIGHLY_TRAINED","NOT_REPORTED","Systematic review/meta-analysis of high-load, submaximal, plyometric, isometric, and combined strength methods","Strength methods and study controls","6-40 weeks; 1-4 strength sessions/week","Order not meta-analyzed","Endurance-strength separation not meta-analyzed","NOT_APPLICABLE","NOT_REPORTED","RUNNING_PERFORMANCE;VO2MAX;VVO2MAX;MAXIMAL_STEADY_STATE;SPRINT","Meta-analytic strength-method outcomes","FULL_TEXT_VERIFIED systematic review","6_TO_40_WEEKS","PRE;POST","Adverse events and source-level scheduling NOT_REPORTED","NOT_SYNTHESIZED","Performance favored high-load ES -.469 and combined -1.035; plyometric-only not significant; aerobic/sprint outcomes not significant","Publication bias combined outcome; certainty very low to moderate","NOT_REPORTED","Duplicate bibliographic identity with raw C14; no Formation placement, safety, or universal order rule","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","PENDING_INDEPENDENT_EXTRACTION"
"SRC-PMID-40016936","RQ-C","Well-trained adult male runners","RUNNING_PLUS_STRENGTH","Adult","Male","ADULT","NOT_REPORTED","WELL_TRAINED","NOT_REPORTED","Strength training added to running","Running-only or study comparator NOT_VERIFIED_FROM_ABSTRACT","Protocol detail NOT_VERIFIED_FROM_ABSTRACT","NOT_REPORTED","NOT_REPORTED","NOT_APPLICABLE","NOT_REPORTED","RUNNING_ECONOMY_DURABILITY;FATIGUED_HIGH_INTENSITY_PERFORMANCE","Economy and fatigued-state performance outcomes","ABSTRACT_ONLY","NOT_REPORTED","PRE;POST","Sample size, dose, order, separation, and adverse events NOT_REPORTED_IN_LEDGER","NOT_REPORTED","Selected economy-durability and fatigued-state outcomes improved","Abstract-limited adult male sample","NOT_REPORTED","Does not validate a neural-fatigue construct, Formation slot, recovery interval, or safety rule","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","PENDING_INDEPENDENT_EXTRACTION"
"SRC-PMID-40596578","RQ-C","Middle-distance runners in an eight-week uphill-training study","MIDDLE_DISTANCE_RUNNING;UPHILL_RUNNING","NOT_REPORTED","NOT_REPORTED","NOT_REPORTED","NOT_REPORTED","NOT_REPORTED","NOT_REPORTED","Uphill training","Study comparator retained in full text but NOT_REEXTRACTED","8 weeks; exact dose NOT_REEXTRACTED","NOT_REPORTED","Placement relative to strength/plyometrics NOT_REPORTED","NOT_APPLICABLE","NOT_REPORTED","MAXIMAL_VELOCITY;MIDDLE_DISTANCE_PERFORMANCE","Study-reported velocity and performance outcomes","FULL_TEXT_VERIFIED","8 WEEKS","PRE;POST","Age, sex, maturity, order, separation, and adverse events NOT_REEXTRACTED","NOT_REPORTED","Supports uphill-training performance adaptations in its sample; exact estimates NOT_REEXTRACTED","Single study; source-specific protocol","NOT_REPORTED","Does not isolate neural-fatigue resistance or define a Formation slot, universal order, or safety rule","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","PENDING_INDEPENDENT_EXTRACTION"
"SRC-PMID-41312139","RQ-C","32 post-pubertal male provincial runners competing at 800-3000 m","ADOLESCENT_DISTANCE_RUNNING","16.75 +/- 0.68 years","Male","POST_PUBERTAL_STATED;ASSESSMENT_METHOD_NOT_REPORTED","At least 3 years systematic training","PROVINCIAL;AT_LEAST_35_KM_PER_WEEK","NOT_REPORTED","Complex training versus traditional resistance alongside running","Complex versus traditional resistance","8 weeks; 3 x 60 min/week; at least 48 h between strength; heavy 60-80% 1RM before 9-12 matched jumps; 3-4 sets; 3-4-min recovery","HEAVY_RESISTANCE_THEN_MATCHED_PLYOMETRIC","At least 48 h between strength sessions; endurance placement NOT_REPORTED","NOT_APPLICABLE","48_MINIMUM_BETWEEN_STRENGTH","RUNNING_ECONOMY;POWER;REACTIVE_STRENGTH;VO2MAX;1RM","Economy at 12/14/16 km/h; CMJ power; drop jump; RSI; VO2max; 1RM","FULL_TEXT_VERIFIED","8 WEEKS","PRE;POST","Maturity method and shared-day endurance placement NOT_REPORTED","All completed; adverse events not explicitly reported","Interactions favored complex training for economy, CMJ peak power, drop jump, and RSI; no interaction for VO2max or 1RM","Male-only; short duration; no race-performance outcome; questionable table notation retained unnormalized","NOT_REPORTED","Duplicate bibliographic identity with raw C1; supports narrow pair order only, not whole architecture, universal sequence, or safety","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","PENDING_INDEPENDENT_EXTRACTION"
"SRC-PMID-7649149","RQ-C","Adult participants in running, cycling, and swimming specificity study","RUNNING;CYCLING;SWIMMING","Adult","NOT_REPORTED","NOT_APPLICABLE","NOT_REPORTED","NOT_REPORTED","NOT_REPORTED","Specific training versus cross-training","Running versus cycling versus swimming","Exact dose NOT_VERIFIED_FROM_ABSTRACT","NOT_REPORTED","NOT_REPORTED","NOT_APPLICABLE","NOT_REPORTED","AEROBIC_TRANSFER;RUNNING_PERFORMANCE","Mode-specific and transferred performance/adaptation outcomes","ABSTRACT_ONLY","NOT_REPORTED","PRE;POST","Sample size, sex, training status, dose, scheduling, and adverse events NOT_REPORTED_IN_LEDGER","NOT_REPORTED","Aerobic transfer observed but mode-specific adaptation was greater","Older abstract-limited adult study","NOT_REPORTED","No recovery equivalence, lower-fatigue, Formation placement, or safety inference","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","PENDING_INDEPENDENT_EXTRACTION"
