source_id,rq_id,design,appraisal_tool,domain_judgments,overall_judgment,youth_directness,architecture_directness,outcome_compatibility,time_horizon_compatibility,correction_state,overlap_group,reviewer_1,reviewer_2,adjudication,human_confirmation,notes
"FRV2-E-008","RQ-E","SYSTEMATIC_REVIEW","AMSTAR_2","full_text=FULL_TEXT_VERIFIED;screening=INCLUDE;tool=AMSTAR_2;numeric_score=NOT_USED;item_level_judgments=UNRESOLVED_CONSERVATIVE","SOME_CONCERNS","INDIRECT","INDIRECT","COMPATIBLE","PARTIAL","NO_CORRECTION_OR_RETRACTION_FLAG_IN_PUBMED_AS_OF_2026-07-17","INDIVIDUAL_RESPONSE_REVIEW_OVERLAP","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Review heterogeneity and overlap limit transfer; classifications remain sensitive to method and do not establish stable personal response safety or freshness; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-E-009","RQ-E","STATISTICAL_METHODS_CRITIQUE","METHODS_VALIDITY_AND_TRANSPARENCY","full_text=FULL_TEXT_VERIFIED;screening=INCLUDE;tool=METHODS_VALIDITY_AND_TRANSPARENCY;numeric_score=NOT_USED;item_level_judgments=UNRESOLVED_CONSERVATIVE","SOME_CONCERNS","NOT_APPLICABLE","INDIRECT","NOT_APPLICABLE","NOT_APPLICABLE","NO_CORRECTION_OR_RETRACTION_FLAG_IN_PUBMED_AS_OF_2026-07-17","INDIVIDUAL_RESPONSE_METHODS","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Clinical rather than sport-specific; period trend autocorrelation confounding and carryover remain design threats; accumulated observations alone are noncausal; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-E-010","RQ-E","STATISTICAL_CRITIQUE","METHODS_VALIDITY_AND_TRANSPARENCY","full_text=FULL_TEXT_VERIFIED;screening=INCLUDE;tool=METHODS_VALIDITY_AND_TRANSPARENCY;numeric_score=NOT_USED;item_level_judgments=UNRESOLVED_CONSERVATIVE","SOME_CONCERNS","NOT_APPLICABLE","INDIRECT","NOT_APPLICABLE","NOT_APPLICABLE","NO_CORRECTION_OR_RETRACTION_FLAG_IN_PUBMED_AS_OF_2026-07-17","MBI_CRITIQUE_FAMILY","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Critique is specific to MBI; it does not reject defining an important effect but blocks reduced-sample shortcuts and universal n claims; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-E-011","RQ-E","STATISTICAL_SIMULATION_CRITIQUE","METHODS_VALIDITY_AND_TRANSPARENCY","full_text=ABSTRACT_ONLY;screening=INCLUDE;tool=METHODS_VALIDITY_AND_TRANSPARENCY;numeric_score=NOT_USED;item_level_judgments=NOT_VERIFIED","NOT_ASSESSABLE","NOT_APPLICABLE","INDIRECT","NOT_APPLICABLE","NOT_APPLICABLE","NO_CORRECTION_OR_RETRACTION_FLAG_IN_PUBMED_AS_OF_2026-07-17","MBI_CRITIQUE_FAMILY","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=ABSTRACT_ONLY; simulation addresses MBI rather than direct athlete-monitoring thresholds freshness trend or carryover; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-E-013","RQ-E","GOVERNMENT_METHODS_GUIDE","METHODS_VALIDITY_AND_TRANSPARENCY","full_text=FULL_TEXT_VERIFIED;screening=INCLUDE;tool=METHODS_VALIDITY_AND_TRANSPARENCY;numeric_score=NOT_USED;item_level_judgments=UNRESOLVED_CONSERVATIVE","SOME_CONCERNS","NOT_APPLICABLE","INDIRECT","NOT_APPLICABLE","NOT_APPLICABLE","NO_CORRECTION_OR_RETRACTION_NOTICE_FOUND_ON_OFFICIAL_RECORD_AS_OF_2026-07-17","N_OF_1_METHODS_FAMILY","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Clinical transfer is indirect; training carryover may be intended; period length is hypothesis-specific and accumulated data alone do not remove trend confounding or carryover; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-E-014","RQ-E","REPORTING_GUIDELINE","CONSENSUS_GUIDANCE_FRAMEWORK","full_text=FULL_TEXT_VERIFIED;screening=INCLUDE;tool=CONSENSUS_GUIDANCE_FRAMEWORK;numeric_score=NOT_USED;item_level_judgments=UNRESOLVED_CONSERVATIVE","SOME_CONCERNS","NOT_APPLICABLE","INDIRECT","NOT_APPLICABLE","NOT_APPLICABLE","NO_CORRECTION_OR_RETRACTION_FLAG_IN_PUBMED_AS_OF_2026-07-17","N_OF_1_REPORTING_GUIDELINES","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Behavioral guidance is indirect to athlete monitoring; trend autocorrelation confounds carryover missingness and poor replication remain validity threats; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-E-015","RQ-E","GOVERNMENT_DESIGN_STANDARD","CONSENSUS_GUIDANCE_FRAMEWORK","full_text=FULL_TEXT_VERIFIED;screening=INCLUDE;tool=CONSENSUS_GUIDANCE_FRAMEWORK;numeric_score=NOT_USED;item_level_judgments=UNRESOLVED_CONSERVATIVE","SOME_CONCERNS","NOT_APPLICABLE","INDIRECT","NOT_APPLICABLE","NOT_APPLICABLE","NO_CORRECTION_OR_RETRACTION_NOTICE_FOUND_ON_OFFICIAL_RECORD_AS_OF_2026-07-17","SCED_STANDARDS_FAMILY","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Education evidence-review standards are not athlete baseline or freshness rules; autocorrelation confounding carryover and measurement validity are not solved by phase counts; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-E-016","RQ-E","MONTE_CARLO_METHOD_STUDY","METHODS_VALIDITY_AND_TRANSPARENCY","full_text=FULL_TEXT_VERIFIED;screening=INCLUDE;tool=METHODS_VALIDITY_AND_TRANSPARENCY;numeric_score=NOT_USED;item_level_judgments=UNRESOLVED_CONSERVATIVE","SOME_CONCERNS","NOT_APPLICABLE","INDIRECT","NOT_APPLICABLE","NOT_APPLICABLE","NO_CORRECTION_OR_RETRACTION_FLAG_IN_PUBMED_AS_OF_2026-07-17","SCED_BASELINE_METHODS","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Method- and simulation-specific; opposition to rigid stability waiting is not permission to ignore trend seasonality confounds autocorrelation or use one point; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-E-017","RQ-E","STATISTICAL_METHOD_DEVELOPMENT","METHODS_VALIDITY_AND_TRANSPARENCY","full_text=FULL_TEXT_VERIFIED;screening=INCLUDE;tool=METHODS_VALIDITY_AND_TRANSPARENCY;numeric_score=NOT_USED;item_level_judgments=UNRESOLVED_CONSERVATIVE","SOME_CONCERNS","NOT_APPLICABLE","INDIRECT","NOT_APPLICABLE","NOT_APPLICABLE","NO_CORRECTION_OR_RETRACTION_FLAG_IN_PUBMED_AS_OF_2026-07-17","N_OF_1_SERIAL_METHODS","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Model assumptions require checking; trend seasonality confounding carryover and missingness are not eliminated by a serial t-test; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-E-018","RQ-E","SYSTEMATIC_METHODOLOGICAL_REVIEW","METHODS_VALIDITY_AND_TRANSPARENCY","full_text=FULL_TEXT_VERIFIED;screening=INCLUDE;tool=METHODS_VALIDITY_AND_TRANSPARENCY;numeric_score=NOT_USED;item_level_judgments=UNRESOLVED_CONSERVATIVE","SOME_CONCERNS","NOT_APPLICABLE","INDIRECT","NOT_APPLICABLE","NOT_APPLICABLE","NO_CORRECTION_OR_RETRACTION_FLAG_IN_PUBMED_AS_OF_2026-07-17","SCED_REVIEW_OVERLAP","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Behavioral-health directness is limited; analytic disagreement and visual-analysis reproducibility remain; autocorrelation confounds carryover and missingness require design-specific handling; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-E-019","RQ-E","METHODS_TUTORIAL_REVIEW","METHODS_VALIDITY_AND_TRANSPARENCY","full_text=FULL_TEXT_VERIFIED;screening=INCLUDE;tool=METHODS_VALIDITY_AND_TRANSPARENCY;numeric_score=NOT_USED;item_level_judgments=UNRESOLVED_CONSERVATIVE","SOME_CONCERNS","NOT_APPLICABLE","INDIRECT","NOT_APPLICABLE","NOT_APPLICABLE","NO_CORRECTION_OR_RETRACTION_FLAG_IN_PUBMED_AS_OF_2026-07-17","N_OF_1_RANDOMIZATION_METHODS","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Healthcare directness is limited; randomization does not fix poor measurement trend carryover missingness or irreversibility; accumulated observations alone are noncausal; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-E-021","RQ-E","NARRATIVE_REVIEW","SANRA_NARRATIVE_REVIEW","full_text=FULL_TEXT_VERIFIED;screening=INCLUDE;tool=SANRA_NARRATIVE_REVIEW;numeric_score=NOT_USED;item_level_judgments=UNRESOLVED_CONSERVATIVE","SOME_CONCERNS","INDIRECT","INDIRECT","COMPATIBLE","COMPATIBLE","NO_CORRECTION_OR_RETRACTION_FLAG_IN_PUBMED_AS_OF_2026-07-17","ATHLETE_MONITORING_REVIEW_FAMILY","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Narrative review; mixed sports and measures; autocorrelation time trend concurrent training illness sleep environment and other confounds remain; monitoring accumulation is noncausal; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-E-022","RQ-E","SYSTEMATIC_REVIEW","AMSTAR_2","full_text=FULL_TEXT_VERIFIED;screening=INCLUDE;tool=AMSTAR_2;numeric_score=NOT_USED;item_level_judgments=UNRESOLVED_CONSERVATIVE","SOME_CONCERNS","INDIRECT","INDIRECT","COMPATIBLE","PARTIAL","NO_CORRECTION_OR_RETRACTION_FLAG_IN_PUBMED_AS_OF_2026-07-17","ATHLETE_MONITORING_REVIEW_FAMILY","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Systematic-review heterogeneity and possible primary-study overlap; time trend concurrent training competition illness sleep and reporting behavior remain confounds; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-E-023","RQ-E","SPORT_SPECIFIC_METHOD_REVIEW","METHODS_VALIDITY_AND_TRANSPARENCY","full_text=ABSTRACT_ONLY;screening=INCLUDE;tool=METHODS_VALIDITY_AND_TRANSPARENCY;numeric_score=NOT_USED;item_level_judgments=NOT_VERIFIED","NOT_ASSESSABLE","NOT_APPLICABLE","INDIRECT","NOT_APPLICABLE","NOT_APPLICABLE","NO_CORRECTION_OR_RETRACTION_FLAG_IN_PUBMED_AS_OF_2026-07-17","SPORT_SCED_METHODS","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=ABSTRACT_ONLY; methodological advocacy rather than validated universal procedure; applied constraints can weaken manipulation replication trend confound and carryover control; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-F-001","RQ-F","MIXED_METHOD_CO_CREATION","JBI_MIXED_METHODS","full_text=FULL_TEXT_VERIFIED;screening=INCLUDE;tool=JBI_MIXED_METHODS;numeric_score=NOT_USED;item_level_judgments=UNRESOLVED_CONSERVATIVE","SOME_CONCERNS","NOT_APPLICABLE","INDIRECT","NOT_APPLICABLE","NOT_APPLICABLE","NOT_VERIFIED","YOUTH_MONITORING_ACCEPTABILITY","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Age 16-18 only; no automated 9.5-day candidate; no efficacy, safety or recruitment inference; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-F-002","RQ-F","PROSPECTIVE_OBSERVATIONAL_COHORT","JBI_COHORT","full_text=FULL_TEXT_VERIFIED;screening=INCLUDE;tool=JBI_COHORT;numeric_score=NOT_USED;item_level_judgments=UNRESOLVED_CONSERVATIVE","SOME_CONCERNS","DIRECT","INDIRECT","COMPATIBLE","COMPATIBLE","NOT_VERIFIED","YOUTH_MONITORING_FEASIBILITY","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Only three track athletes; no plan explanation test; no physiological validity, safety or efficacy inference; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-F-003","RQ-F","QUALITATIVE_USABILITY_STUDY","JBI_QUALITATIVE","full_text=FULL_TEXT_VERIFIED;screening=INCLUDE;tool=JBI_QUALITATIVE;numeric_score=NOT_USED;item_level_judgments=UNRESOLVED_CONSERVATIVE","SOME_CONCERNS","PARTIAL","INDIRECT","PARTIAL","COMPATIBLE","NOT_VERIFIED","YOUTH_WEARABLE_ACCEPTABILITY","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=No automated 9.5-day or coach comparison; ease cannot stand for completion, efficacy or safety; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-F-004","RQ-F","SYSTEMATIC_REVIEW","AMSTAR_2","full_text=FULL_TEXT_VERIFIED;screening=INCLUDE;tool=AMSTAR_2;numeric_score=NOT_USED;item_level_judgments=UNRESOLVED_CONSERVATIVE","SOME_CONCERNS","PARTIAL","INDIRECT","PARTIAL","PARTIAL","NOT_VERIFIED","YOUTH_WEARABLE_REVIEW","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=No coach-plan comparison; acceptability is not evidence of effectiveness, safety or 9.5-day validity; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-F-005","RQ-F","MIXED_METHOD_IMPLEMENTATION_EVALUATION","JBI_MIXED_METHODS","full_text=FULL_TEXT_VERIFIED;screening=INCLUDE;tool=JBI_MIXED_METHODS;numeric_score=NOT_USED;item_level_judgments=UNRESOLVED_CONSERVATIVE","SOME_CONCERNS","NOT_APPLICABLE","INDIRECT","NOT_APPLICABLE","NOT_APPLICABLE","NOT_VERIFIED","YOUTH_IMPLEMENTATION","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Stated ease did not equal completion; no efficacy, safety or automated 9.5-day inference; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-F-006","RQ-F","QUALITATIVE_PROTOTYPE_STUDY","JBI_QUALITATIVE","full_text=FULL_TEXT_VERIFIED;screening=INCLUDE;tool=JBI_QUALITATIVE;numeric_score=NOT_USED;item_level_judgments=UNRESOLVED_CONSERVATIVE","SOME_CONCERNS","PARTIAL","INDIRECT","PARTIAL","COMPATIBLE","NOT_VERIFIED","RUNNER_MONITORING_ACCEPTABILITY","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Adult indirectness; no safety, efficacy or coach-comparison inference; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-F-007","RQ-F","MIXED_METHOD_PILOT","JBI_MIXED_METHODS","full_text=FULL_TEXT_VERIFIED;screening=INCLUDE;tool=JBI_MIXED_METHODS;numeric_score=NOT_USED;item_level_judgments=UNRESOLVED_CONSERVATIVE","SOME_CONCERNS","NOT_APPLICABLE","INDIRECT","NOT_APPLICABLE","NOT_APPLICABLE","NOT_VERIFIED","ATHLETE_SURVEILLANCE_ACCEPTABILITY","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Comments do not establish prevention, efficacy or safety; system cannot replace coach authority; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-F-008","RQ-F","METHODOLOGICAL_FRAMEWORK","METHODS_VALIDITY_AND_TRANSPARENCY","full_text=FULL_TEXT_VERIFIED;screening=INCLUDE;tool=METHODS_VALIDITY_AND_TRANSPARENCY;numeric_score=NOT_USED;item_level_judgments=UNRESOLVED_CONSERVATIVE","SOME_CONCERNS","NOT_APPLICABLE","INDIRECT","NOT_APPLICABLE","NOT_APPLICABLE","NOT_VERIFIED","FEASIBILITY_METHODS","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Conceptual and not youth or sport-specific; limited efficacy is excluded from first-pilot decision; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-F-009","RQ-F","DELPHI_CONSENSUS","CONSENSUS_GUIDANCE_FRAMEWORK","full_text=FULL_TEXT_VERIFIED;screening=INCLUDE;tool=CONSENSUS_GUIDANCE_FRAMEWORK;numeric_score=NOT_USED;item_level_judgments=UNRESOLVED_CONSERVATIVE","SOME_CONCERNS","INDIRECT","INDIRECT","COMPATIBLE","PARTIAL","NOT_VERIFIED","FEASIBILITY_METHODS","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Does not establish product identity, effectiveness, safety or correctness; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-F-010","RQ-F","CONCEPTUAL_ANALYSIS","METHODS_VALIDITY_AND_TRANSPARENCY","full_text=FULL_TEXT_VERIFIED;screening=INCLUDE;tool=METHODS_VALIDITY_AND_TRANSPARENCY;numeric_score=NOT_USED;item_level_judgments=UNRESOLVED_CONSERVATIVE","SOME_CONCERNS","NOT_APPLICABLE","INDIRECT","NOT_APPLICABLE","NOT_APPLICABLE","NOT_VERIFIED","EXPLAINABILITY_METHODS","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Healthcare conceptual transfer only; exposure is not comprehension and does not prove decision benefit or safety; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-F-011","RQ-F","DELPHI_CONSENSUS_REPORTING_GUIDELINE","CONSENSUS_GUIDANCE_FRAMEWORK","full_text=FULL_TEXT_VERIFIED;screening=INCLUDE;tool=CONSENSUS_GUIDANCE_FRAMEWORK;numeric_score=NOT_USED;item_level_judgments=UNRESOLVED_CONSERVATIVE","SOME_CONCERNS","NOT_APPLICABLE","INDIRECT","NOT_APPLICABLE","NOT_APPLICABLE","NOT_VERIFIED","DECISION_SUPPORT_REPORTING","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Clinical setting differs; coach remains authoritative and the guideline does not prove benefit or safety; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-F-012","RQ-F","SCOPING_REVIEW","JBI_SCOPING_REVIEW","full_text=FULL_TEXT_VERIFIED;screening=INCLUDE;tool=JBI_SCOPING_REVIEW;numeric_score=NOT_USED;item_level_judgments=UNRESOLVED_CONSERVATIVE","SOME_CONCERNS","INDIRECT","INDIRECT","COMPATIBLE","PARTIAL","NOT_VERIFIED","SHADOW_EVALUATION_METHODS","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Not youth sport; conventional silent label may imply concealment; no effectiveness or safety inference; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-F-013","RQ-F","OFFICIAL_ETHICS_GUIDELINE","CONSENSUS_GUIDANCE_FRAMEWORK","full_text=FULL_TEXT_VERIFIED;screening=INCLUDE;tool=CONSENSUS_GUIDANCE_FRAMEWORK;numeric_score=NOT_USED;item_level_judgments=UNRESOLVED_CONSERVATIVE","SOME_CONCERNS","NOT_APPLICABLE","INDIRECT","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","YOUTH_RESEARCH_ETHICS","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Not sport-specific; grants no recruitment authority and no product efficacy or safety claim; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-F-014","RQ-F","OFFICIAL_PUBLIC_GUIDANCE","CONSENSUS_GUIDANCE_FRAMEWORK","full_text=FULL_TEXT_VERIFIED;screening=INCLUDE;tool=CONSENSUS_GUIDANCE_FRAMEWORK;numeric_score=NOT_USED;item_level_judgments=UNRESOLVED_CONSERVATIVE","SOME_CONCERNS","NOT_APPLICABLE","INDIRECT","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","YOUTH_RESEARCH_ETHICS","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=No sport or 9.5-day validation; applicable South Korean/local review remains required; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-F-015","RQ-E","METHODS_GUIDE","METHODS_VALIDITY_AND_TRANSPARENCY","full_text=FULL_TEXT_VERIFIED;screening=INCLUDE;tool=METHODS_VALIDITY_AND_TRANSPARENCY;numeric_score=NOT_USED;item_level_judgments=UNRESOLVED_CONSERVATIVE","SOME_CONCERNS","NOT_APPLICABLE","INDIRECT","NOT_APPLICABLE","NOT_APPLICABLE","NOT_VERIFIED","SCED_METHODS","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","NON_INDEPENDENT_INPUT_PENDING_HUMAN_REAPPRAISAL","PENDING_HUMAN","independence_state=NON_INDEPENDENT_EXTRACTION_INPUT; decision_use=INCLUDE; limitations=Not youth sport; cumulative training makes ABAB reversal unsuitable; no causal, efficacy or safety claim; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-F-016","RQ-E","DELPHI_CONSENSUS_REPORTING_GUIDELINE","CONSENSUS_GUIDANCE_FRAMEWORK","full_text=FULL_TEXT_VERIFIED;screening=DEFER;tool=CONSENSUS_GUIDANCE_FRAMEWORK;numeric_score=NOT_USED;item_level_judgments=UNRESOLVED_CONSERVATIVE","SOME_CONCERNS","NOT_APPLICABLE","INDIRECT","NOT_APPLICABLE","NOT_APPLICABLE","NOT_VERIFIED","SCED_METHODS","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","NON_INDEPENDENT_INPUT_PENDING_HUMAN_REAPPRAISAL","PENDING_HUMAN","independence_state=NON_INDEPENDENT_EXTRACTION_INPUT; decision_use=DEFER; limitations=Not a conduct standard or causal validation; later SCED requires stable version, carryover/trend/autocorrelation analysis and replication; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
