source_id,rq_id,field,lane_1_value,lane_2_value,resolution,human_confirmation
FRV2-F-005,RQ-F,time_points,DURING_AND_POST_INTERVENTION,During intervention and post-intervention,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-005,RQ-F,missingness,Component-level noncompletion reported; exact attrition and technical missingness not retained,Component-level dropout and wear decline reported; exact item missingness not extracted,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-005,RQ-F,effect_estimate,83.3% found content easy to understand; 93.3% found tracker easy; 18.6% reported daily wear; 36.1% completed weekly challenges,83.3% found content easy to understand; 93.3% found tracker easy; 18.6% reported daily wear post-intervention; 36.1% completed weekly challenges,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-005,RQ-F,uncertainty,Self-reported adherence and multicomponent attribution; confidence intervals not retained,Inactive non-athlete sample; multicomponent; self-reported adherence,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-005,RQ-F,individual_response,Engagement declined and notifications were unwelcome for some participants,Engagement varied and declined; no individual prescription response,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-005,RQ-F,limitations,Inactive non-athlete sample; stated ease did not establish comprehension or completion; no prescription comparison; no efficacy or safety transfer,"Stated ease did not equal completion; no efficacy, safety or automated 9.5-day inference",NOT_VERIFIED,PENDING_HUMAN
FRV2-F-006,RQ-F,population,20 adult competitive middle- and long-distance runners,20 adult competitive middle- and long-distance runners; ATHLETE_INDIRECT,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-006,RQ-F,competitive_level,COMPETITIVE_RUNNERS,COMPETITIVE,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-006,RQ-F,intervention,Six-week health and wellbeing monitoring prototype,Six-week health and wellbeing monitoring prototype plus interviews,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-006,RQ-F,comparator,Usual practice before prototype; no automated plan comparator,"No youth, automated-plan or coach-plan comparator",NOT_VERIFIED,PENDING_HUMAN
FRV2-F-006,RQ-F,component_dose,Weekly monitoring for six weeks,Weekly monitoring; item definitions; routine fit; visible output; data access and control,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-006,RQ-F,outcome_domain,FEASIBILITY;COMPREHENSION;DATA_GOVERNANCE,COMPLETION;COMPREHENSION;FEEDBACK_USEFULNESS;PRIVACY_CONTROL,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-006,RQ-F,outcome_measure,Weekly completion; item clarity; routine fit; visible usefulness; data access and control,Weekly completion; terminology clarity; routine fit; feedback; access/control expectations,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-006,RQ-F,instrument_protocol,Prototype use followed by qualitative interviews,"Qualitative prototype study; transfer supports plain definitions, teach-back and visible access/control disclosures",NOT_VERIFIED,PENDING_HUMAN
FRV2-F-006,RQ-F,time_points,WEEKLY,Weekly monitoring and post-prototype interviews,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-006,RQ-F,missingness,One of 20 did not complete weekly monitoring; reasons not fully retained,One of 20 did not complete weekly monitoring; reasons not extracted,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-006,RQ-F,effect_estimate,19 of 20 completed weekly monitoring,19/20 completed weekly monitoring,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-006,RQ-F,uncertainty,Small purposive qualitative study; no confidence interval,Small purposive adult sample; qualitative; broad age range,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-006,RQ-F,individual_response,Participants differed in desired definitions routine fit outputs and data-control expectations,Individual experiences varied qualitatively; no automated prescription response,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-006,RQ-F,limitations,Adult indirectness; small sample; no youth coach comparison automated prescription efficacy or safety outcome,"Adult indirectness; no safety, efficacy or coach-comparison inference",NOT_VERIFIED,PENDING_HUMAN
FRV2-F-007,RQ-F,population,74 elite judo swimming and volleyball athletes,"74 elite judo, swimming and volleyball athletes; ATHLETE_INDIRECT",NOT_VERIFIED,PENDING_HUMAN
FRV2-F-007,RQ-F,intervention,Online sports-health surveillance system,Online sports-health surveillance system used for 15-42 weeks,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-007,RQ-F,comparator,Existing face-to-face communication,Face-to-face communication remained complementary and authoritative,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-007,RQ-F,component_dose,Repeated online reports over 15-42 weeks,Online responses; visible feedback; athlete communication expectations,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-007,RQ-F,outcome_domain,ACCEPTABILITY;COMPLETION;COACH_HANDOFF,ACCEPTABILITY;RESPONSE_COMPLETION;COACH_COMMUNICATION,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-007,RQ-F,outcome_measure,Response rate; feedback expectations; relationship to face-to-face communication,Response rate; user perception; expectation of feedback and face-to-face complement,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-007,RQ-F,instrument_protocol,Mixed-method pilot with repeated online surveillance and end-user perceptions,Mixed-method pilot; product transfer logs response completeness and preserves human communication,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-007,RQ-F,time_horizon,15_TO_42_WEEKS,15-42_WEEKS,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-007,RQ-F,time_points,REPEATED;CADENCE_NOT_RETAINED,Repeated online responses and end-user perceptions,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-007,RQ-F,missingness,Nonresponse was substantial; exact withdrawal and technical failure breakdown not retained,Response rates 50-61%; cause-specific missingness not extracted,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-007,RQ-F,effect_estimate,Response rates ranged from 50% to 61%; users expected feedback and viewed the system as complementary to face-to-face contact,Response rates 50-61%; participants regarded system as complementary to face-to-face communication,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-007,RQ-F,uncertainty,Sport and follow-up heterogeneity; descriptive response rates only,Adult/young-adult non-runner sample; early subjective perceptions,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-007,RQ-F,individual_response,User perceptions and response persistence varied,Individual response not extracted,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-007,RQ-F,limitations,Adult or young-adult non-runner sample; early subjective perceptions; cannot establish prevention replacement of coach safety or efficacy,"Comments do not establish prevention, efficacy or safety; system cannot replace coach authority",NOT_VERIFIED,PENDING_HUMAN
FRV2-F-008,RQ-F,population,No athlete population; methodological examples across fields,No athlete population; METHOD_ONLY,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-008,RQ-F,intervention,Feasibility-study domain framework,Methodological framework for feasibility-study design,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-008,RQ-F,comparator,Undifferentiated use of pilot or efficacy terminology,"Examples across acceptability, demand, implementation, practicality, adaptation, integration, expansion and limited efficacy",NOT_VERIFIED,PENDING_HUMAN
FRV2-F-008,RQ-F,component_dose,Acceptability demand implementation practicality adaptation integration expansion and limited-efficacy domains,Feasibility domains rather than a participant dose,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-008,RQ-F,outcome_measure,Conceptual feasibility domains and example questions,Acceptability; implementation; practicality; workflow integration; progression questions,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-008,RQ-F,instrument_protocol,Methodological framework; not a validated checklist,Conceptual framework; first Formation pilot is restricted to observable feasibility and workflow processes,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-008,RQ-F,effect_estimate,First pilot may assess acceptability implementation practicality and workflow integration; no empirical effect estimate,Domains distinguished; no empirical effect estimate,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-008,RQ-F,uncertainty,NOT_APPLICABLE,No validated checklist or universal progression threshold,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-008,RQ-F,limitations,Conceptual framework only; no universal progression threshold; limited-efficacy domain is excluded from this pilot,Conceptual and not youth or sport-specific; limited efficacy is excluded from first-pilot decision,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-009,RQ-F,population,Methods research; no athlete population,Methods research; METHOD_ONLY,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-009,RQ-F,intervention,International consensus and Delphi definition of feasibility and pilot studies,International Delphi definition of feasibility and pilot studies,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-009,RQ-F,comparator,Inconsistent prior terminology,RCT-preparation terminology and intended future process,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-009,RQ-F,component_dose,Feasibility asks whether and how a future study can be done; pilot rehearses all or part of intended process at smaller scale,Pilot runs all or part of intended process on a smaller scale,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-009,RQ-F,outcome_domain,FEASIBILITY_METHODS,PILOT_DEFINITION;PROGRESSION_BOUNDARY,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-009,RQ-F,outcome_measure,Definition and boundary between feasibility and pilot work,Whether and how the intended visible process can be done,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-009,RQ-F,instrument_protocol,International consensus or Delphi methods,Delphi consensus; Formation label is FEASIBILITY_ONLY and progression concerns observability and process,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-009,RQ-F,effect_estimate,RQ-F may test observability and process progression but not product efficacy safety or identity,Feasibility asks whether/how a future study can be done; no product effect estimate,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-009,RQ-F,uncertainty,Consensus definition; no product-specific effect estimate,Consensus oriented to RCT preparation and supplies no universal thresholds,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-009,RQ-F,limitations,RCT-preparation orientation; not automated training or product-adoption validation,"Does not establish product identity, effectiveness, safety or correctness",NOT_VERIFIED,PENDING_HUMAN
FRV2-F-010,RQ-F,population,Healthcare stakeholders across roles,Healthcare stakeholders; METHOD_ONLY,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-010,RQ-F,intervention,Role- and risk-sensitive explanations for AI-supported decisions,Multidisciplinary conceptual analysis of explainability in healthcare AI,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-010,RQ-F,comparator,Undifferentiated explanation exposure,"Different users, roles and risk contexts",NOT_VERIFIED,PENDING_HUMAN
FRV2-F-010,RQ-F,component_dose,Inputs reasons missingness uncertainty and human authority shown according to user role,Inputs; rules/reasons; missingness; uncertainty; human authority; disagreement,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-010,RQ-F,outcome_domain,EXPLANATION;COMPREHENSION;DISAGREEMENT,EXPLANATION;COMPREHENSION;DISAGREEMENT;HUMAN_AUTHORITY,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-010,RQ-F,outcome_measure,User-role needs; evaluation and resolution of disagreement; teach-back concept,Role-specific explanation needs and support for evaluation/disagreement resolution,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-010,RQ-F,instrument_protocol,Multidisciplinary conceptual analysis,Conceptual analysis; Formation pilot should test athlete and coach teach-back item by item,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-010,RQ-F,time_points,NOT_APPLICABLE,Explanation exposure and teach-back,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-010,RQ-F,adverse_events,NOT_REPORTED,NOT_APPLICABLE,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-010,RQ-F,effect_estimate,Explanation exposure does not demonstrate comprehension; comprehension and disagreement require direct testing,Explanations may support evaluation and disagreement resolution; no quantified effect retained,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-010,RQ-F,uncertainty,Conceptual analysis; no validated comprehension score or effect estimate,No validated universal comprehension score,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-010,RQ-F,individual_response,Explanation needs depend on role and risk,User needs are role-dependent; individual participant response not assessed,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-010,RQ-F,limitations,Healthcare rather than youth sport; cannot prove that explanation improves decisions efficacy or safety,Healthcare conceptual transfer only; exposure is not comprehension and does not prove decision benefit or safety,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-011,RQ-F,population,Healthcare decision-support methods; no youth-sport population,Healthcare decision-support methods; METHOD_ONLY,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-011,RQ-F,intervention,DECIDE-AI early-stage reporting guideline,DECIDE-AI early-stage decision-support reporting guideline,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-011,RQ-F,comparator,Incomplete reporting of actual workflow and human-system interaction,"Actual workflow, users, versions, modifications, errors and human-system interaction",NOT_VERIFIED,PENDING_HUMAN
FRV2-F-011,RQ-F,component_dose,Seventeen AI-specific and ten generic reporting items,17 AI-specific and 10 generic reporting items,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-011,RQ-F,outcome_domain,PROCESS_FIDELITY;ERRORS;HUMAN_SYSTEM_INTERACTION,OBSERVABILITY;VERSIONING;WORKFLOW;ERRORS;DEVIATIONS;HUMAN_ROLES,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-011,RQ-F,outcome_measure,System version; roles; modifications; errors; deviations; workflow interaction,System/version identity; workflow roles; failures; modifications; deviations,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-011,RQ-F,instrument_protocol,Delphi and consensus reporting-guideline development,"Delphi/consensus reporting guideline; freeze generator, schema, explanation template and comparison rubric",NOT_VERIFIED,PENDING_HUMAN
FRV2-F-011,RQ-F,time_horizon,NOT_APPLICABLE,EARLY_STAGE_EVALUATION,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-011,RQ-F,time_points,NOT_APPLICABLE,"Every candidate, no-candidate, technical failure and handoff event",NOT_VERIFIED,PENDING_HUMAN
FRV2-F-011,RQ-F,missingness,Missing reporting is an audit concern; no study-level missingness estimate,Failures and deviations must be logged distinctly,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-011,RQ-F,adverse_events,Errors and deviations are reporting items rather than safety outcomes,Process adverse events and exceptions should be reported; no safety inference,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-011,RQ-F,effect_estimate,Supports version freezing and logging of roles failures and deviations while coach authority remains explicit,Reporting items only; no efficacy estimate,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-011,RQ-F,uncertainty,Reporting guideline; no effect estimate or conduct threshold,Reporting guideline rather than conduct standard,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-011,RQ-F,limitations,Clinical setting differs from sport; reporting quality is not proof of benefit safety or efficacy,Clinical setting differs; coach remains authoritative and the guideline does not prove benefit or safety,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-012,RQ-F,population,75 prospective noninterventional healthcare evaluations,75 prospective noninterventional healthcare evaluations; METHOD_ONLY,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-012,RQ-F,season,NOT_APPLICABLE,2015-2025,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-012,RQ-F,intervention,Prospective silent or shadow evaluation generating outputs without influencing care,Scoping review of silent trials generating outputs without influencing care,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-012,RQ-F,comparator,Usual clinical care remains authoritative,Heterogeneous silent/shadow evaluations; visibility to treating users varied,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-012,RQ-F,component_dose,Seventy-five included evaluations with heterogeneous implementations,Parallel output generation and prospective logging without care influence,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-012,RQ-F,outcome_domain,PARALLEL_EVALUATION;HUMAN_FACTORS;REPORTING,PARALLEL_COMPARISON;OBSERVABILITY;HUMAN_FACTORS;PARTICIPANT_VISIBILITY,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-012,RQ-F,outcome_measure,Output logging; influence on care; nomenclature; user and consumer involvement,Prospective output logging; influence on care; reporting; patient/consumer engagement,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-012,RQ-F,instrument_protocol,Scoping review of English-language reports from 2015-2025,Scoping review; Formation borrows parallel comparison but explicitly rejects concealment,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-012,RQ-F,time_horizon,2015_TO_2025_LITERATURE,PROSPECTIVE_NONINTERVENTIONAL,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-012,RQ-F,time_points,STUDY_SPECIFIC,Study-specific prospective events,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-012,RQ-F,missingness,Human factors and patient or consumer engagement were sparsely reported,Reporting and nomenclature were heterogeneous; screened-total wording inconsistency retained,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-012,RQ-F,adverse_events,Adverse events were not synthesized as a product safety outcome,NOT_REPORTED,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-012,RQ-F,effect_estimate,Silent trials commonly generated parallel outputs without influencing care; visibility varied,75 included evaluations; human factors and patient/consumer engagement were sparse,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-012,RQ-F,uncertainty,Heterogeneous terminology and reporting; one screened-total inconsistency retained as limitation,English-language healthcare review; heterogeneous reporting,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-012,RQ-F,individual_response,Human and consumer visibility varied between evaluations,NOT_APPLICABLE,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-012,RQ-F,limitations,Healthcare indirectness; not an efficacy or safety test; TRAINORACLE must be participant-visible and cannot claim a conventional concealed silent trial,Not youth sport; conventional silent label may imply concealment; no effectiveness or safety inference,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-013,RQ-F,population,Children and adolescents in health-related research,Children and adolescents in health-related research; METHOD_ONLY,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-013,RQ-F,intervention,CIOMS Guideline 17 on age-appropriate assent permission and withdrawal,CIOMS Guideline 17 on research involving children and adolescents,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-013,RQ-F,comparator,No universal local-law comparator,Jurisdiction-specific ethics and legal requirements,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-013,RQ-F,component_dose,Ongoing assent with required parental or legal permission according to context,Age/maturity-tailored information; ongoing assent; required permission; refusal and withdrawal; possible re-consent at majority,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-013,RQ-F,outcome_domain,ETHICS;COMPREHENSION;WITHDRAWAL,ASSENT;COMPREHENSION;WITHDRAWAL;PARTICIPATION_PROTECTION,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-013,RQ-F,outcome_measure,Age- and maturity-tailored information; refusal; continuing assent; re-consent at majority,Affirmative assent; parental/legal permission where required; refusal; continued participation; withdrawal,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-013,RQ-F,instrument_protocol,Official international ethics guidance,"Official ethics guidance; Formation pilot needs prior local determination, ongoing assent and penalty-free withdrawal",NOT_VERIFIED,PENDING_HUMAN
FRV2-F-013,RQ-F,time_horizon,ONGOING_PARTICIPATION,ONGOING_RESEARCH_PARTICIPATION,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-013,RQ-F,time_points,ENROLMENT_AND_CONTINUING,Initial information; assent; continued participation; withdrawal; majority where applicable,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-013,RQ-F,adverse_events,Protection from research harm is an ethics obligation; not an observed adverse-event rate,Research adverse-event process must be locally approved; guidance does not establish product safety,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-013,RQ-F,effect_estimate,Refusal or withdrawal should be respected and penalty-free; local ethics and legal determination is required before recruitment,Ethical requirements; no intervention effect estimate,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-013,RQ-F,uncertainty,Guidance rather than empirical outcome evidence; jurisdiction determines implementation,Global guidance; local law controls exact implementation,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-013,RQ-F,individual_response,Understanding and willingness must be assessed individually rather than inferred from age,Understanding and willingness may change over time,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-013,RQ-F,limitations,Global guidance is not local approval or recruitment authority; supplies no efficacy safety or product identity claim,Not sport-specific; grants no recruitment authority and no product efficacy or safety claim,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-014,RQ-F,population,Children in research,Children in research; METHOD_ONLY,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-014,RQ-F,intervention,UK Health Research Authority public guidance for research involving children,UK Health Research Authority guidance on research involving children,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-014,RQ-F,comparator,No universal cross-jurisdiction comparator,Applicable local law and ethics review,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-014,RQ-F,component_dose,Age-appropriate information and respect for refusal or withdrawal,Appropriate language/presentation; understanding; assent; refusal; withdrawal; privacy,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-014,RQ-F,outcome_domain,ETHICS;COMPREHENSION;WITHDRAWAL,COMPREHENSION;ASSENT;WITHDRAWAL;PRIVACY,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-014,RQ-F,outcome_measure,Understanding; presentation; assent; refusal and withdrawal,Maximized understanding; respected refusal and withdrawal,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-014,RQ-F,instrument_protocol,Official UK public guidance,Official UK guidance; product pilot must test comprehension rather than infer it from age,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-014,RQ-F,time_horizon,ONGOING_PARTICIPATION,ONGOING_RESEARCH_PARTICIPATION,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-014,RQ-F,time_points,ENROLMENT_AND_CONTINUING,Information presentation; assent; refusal; withdrawal,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-014,RQ-F,adverse_events,Protection obligations described; no observed adverse-event rate,NOT_APPLICABLE,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-014,RQ-F,effect_estimate,Comprehension should be maximized and tested; withdrawal must be respected,Guidance only; no empirical effect estimate,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-014,RQ-F,uncertainty,Guidance rather than empirical estimate,UK-specific and not universal legal approval,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-014,RQ-F,individual_response,Understanding and assent are individual and ongoing,Understanding and assent remain participant-specific,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-014,RQ-F,limitations,UK-specific; not project approval or universal law; no efficacy safety recruitment or product-identity authority,No sport or 9.5-day validation; applicable South Korean/local review remains required,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-015,RQ-E,population,Rehabilitation methods; METHOD_ONLY,Rehabilitation methods; METHOD_ONLY,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-015,RQ-E,event,SCED,SCED,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-015,RQ-E,age_range,NOT_APPLICABLE,NOT_APPLICABLE,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-015,RQ-E,sex,ALL,ALL,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-015,RQ-E,maturity,NOT_APPLICABLE,NOT_APPLICABLE,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-015,RQ-E,training_age,NOT_APPLICABLE,NOT_APPLICABLE,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-015,RQ-E,competitive_level,NOT_APPLICABLE,NOT_APPLICABLE,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-015,RQ-E,season,NOT_APPLICABLE,NOT_APPLICABLE,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-015,RQ-E,intervention,Practical guide to single-case experimental designs,Practical guide to single-case experimental designs,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-015,RQ-E,comparator,"Phase sequencing, randomization, fidelity, replication and carryover-aware alternatives","Phase sequencing, randomization, fidelity, replication and carryover-aware alternatives",NOT_VERIFIED,PENDING_HUMAN
FRV2-F-015,RQ-E,component_dose,Repeated measures and phase structure,Repeated measures and phase structure,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-015,RQ-E,component_order,Phase sequence or multiple baseline; reversal requires reversible effects,Phase sequence or multiple baseline; reversal requires reversible effects,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-015,RQ-E,separation_hours,Design-specific,Design-specific,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-015,RQ-E,target_interval_hours,NOT_APPLICABLE,NOT_APPLICABLE,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-015,RQ-E,actual_interval_hours,Design-specific,Design-specific,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-015,RQ-E,outcome_domain,MEASUREMENT_FEASIBILITY;SCED_BOUNDARY;CARRYOVER,MEASUREMENT_FEASIBILITY;SCED_BOUNDARY;CARRYOVER,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-015,RQ-E,outcome_measure,Repeated measures; procedural fidelity; phase decisions; replication,Repeated measures; procedural fidelity; phase decisions; replication,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-015,RQ-E,instrument_protocol,Methods guide; current Formation pilot is NOT_A_SCED and tests only whether stable repeated measurement is feasible,Methods guide; current Formation pilot is NOT_A_SCED and tests only whether stable repeated measurement is feasible,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-015,RQ-E,time_horizon,DESIGN_SPECIFIC,DESIGN_SPECIFIC,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-015,RQ-E,time_points,Repeated measures across prespecified phases in a future SCED,Repeated measures across prespecified phases in a future SCED,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-015,RQ-E,missingness,NOT_APPLICABLE,NOT_APPLICABLE,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-015,RQ-E,adverse_events,NOT_APPLICABLE,NOT_APPLICABLE,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-015,RQ-E,effect_estimate,Method guidance; no empirical pilot effect estimate,Method guidance; no empirical pilot effect estimate,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-015,RQ-E,uncertainty,Publisher full text not re-opened in bounded recovery,Publisher full text not re-opened in bounded recovery,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-015,RQ-E,individual_response,NOT_APPLICABLE,NOT_APPLICABLE,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-015,RQ-E,limitations,"Not youth sport; cumulative training makes ABAB reversal unsuitable; no causal, efficacy or safety claim","Not youth sport; cumulative training makes ABAB reversal unsuitable; no causal, efficacy or safety claim",NOT_VERIFIED,PENDING_HUMAN
FRV2-F-016,RQ-E,population,Single-case methods; METHOD_ONLY,Single-case methods; METHOD_ONLY,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-016,RQ-E,event,SCED_REPORTING,SCED_REPORTING,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-016,RQ-E,age_range,NOT_APPLICABLE,NOT_APPLICABLE,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-016,RQ-E,sex,ALL,ALL,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-016,RQ-E,maturity,NOT_APPLICABLE,NOT_APPLICABLE,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-016,RQ-E,training_age,NOT_APPLICABLE,NOT_APPLICABLE,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-016,RQ-E,competitive_level,NOT_APPLICABLE,NOT_APPLICABLE,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-016,RQ-E,season,NOT_APPLICABLE,NOT_APPLICABLE,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-016,RQ-E,intervention,SCRIBE 2016 single-case reporting guideline,SCRIBE 2016 single-case reporting guideline,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-016,RQ-E,comparator,Single-case reports with heterogeneous designs,Single-case reports with heterogeneous designs,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-016,RQ-E,component_dose,"26 reporting items covering decisions, randomization, consent, measurement, fidelity, analysis, stop reasons, raw data, adverse events and limitations","26 reporting items covering decisions, randomization, consent, measurement, fidelity, analysis, stop reasons, raw data, adverse events and limitations",NOT_VERIFIED,PENDING_HUMAN
FRV2-F-016,RQ-E,component_order,Design-specific phase ordering,Design-specific phase ordering,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-016,RQ-E,separation_hours,Design-specific,Design-specific,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-016,RQ-E,target_interval_hours,NOT_APPLICABLE,NOT_APPLICABLE,NOT_VERIFIED,PENDING_HUMAN
